Symbol,Strike,Last,% From Last,Bid,Midpoint,Ask,Change,%Chg,IV,Volume,Open Int,Type,DTE,Exp Date,Time,Avg IV
SPY|20210115|263.00P,263,10.31,-15.77%,9.9,10.15,10.39,-4.28,-29.34%,34.73%,1,1018,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|264.00P,264,11.35,-15.45%,10.09,10.34,10.59,-0.75,-6.20%,34.34%,22,1468,Put,197,01/15/21,07/01/20,0.00%
SPY|20210115|265.00P,265,10.83,-15.13%,10.29,10.54,10.78,-0.47,-4.16%,34.65%,308,17673,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|266.00P,266,15.5,-14.81%,10.48,10.73,10.98,0.13,+0.85%,34.07%,12,902,Put,197,01/15/21,06/29/20,0.00%
SPY|20210115|267.00P,267,10.79,-14.49%,10.68,10.93,11.19,-1.98,-15.51%,33.72%,19,1375,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|268.00P,268,12.24,-14.17%,10.88,11.14,11.39,-2.23,-15.41%,33.79%,2,1306,Put,197,01/15/21,06/30/20,0.00%
SPY|20210115|269.00P,269,10.99,-13.85%,11.09,11.34,11.6,-1.12,-9.25%,33.14%,2,1121,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|270.00P,270,11.9,-13.53%,11.29,11.55,11.81,-0.41,-3.33%,34.02%,139,18126,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|271.00P,271,12.46,-13.21%,11.5,11.76,12.02,-4.13,-24.89%,33.37%,2,1160,Put,197,01/15/21,07/01/20,0.00%
SPY|20210115|272.00P,272,12,-12.88%,11.71,11.98,12.24,-0.85,-6.61%,33.27%,1,1669,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|273.00P,273,12.97,-12.56%,11.93,12.2,12.46,-5.03,-27.94%,33.10%,45,1365,Put,197,01/15/21,07/01/20,0.00%
SPY|20210115|274.00P,274,15.62,-12.24%,12.14,12.41,12.68,-1.84,-10.54%,32.95%,7,2224,Put,197,01/15/21,06/30/20,0.00%
SPY|20210115|275.00P,275,12.66,-11.92%,12.36,12.64,12.91,-0.77,-5.73%,32.84%,177,20883,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|276.00P,276,13.54,-11.60%,12.59,12.87,13.14,-4.42,-24.61%,32.67%,5,2521,Put,197,01/15/21,07/01/20,0.00%
SPY|20210115|277.00P,277,12.75,-11.28%,12.82,13.09,13.37,-4.3,-25.22%,32.06%,302,1692,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|278.00P,278,15.87,-10.96%,13.04,13.33,13.61,-2.22,-12.27%,32.38%,3,1632,Put,197,01/15/21,06/30/20,0.00%
SPY|20210115|279.00P,279,14.4,-10.64%,13.29,13.57,13.85,-3.07,-17.57%,32.25%,9,2792,Put,197,01/15/21,07/01/20,0.00%
SPY|20210115|280.00P,280,14.16,-10.32%,13.61,13.85,14.09,-0.22,-1.53%,32.57%,211,183468,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|281.00P,281,19.4,-10.00%,13.76,14.05,14.34,1,+5.43%,31.96%,73,6768,Put,197,01/15/21,06/24/20,0.00%
SPY|20210115|282.00P,282,14.17,-9.68%,14,14.29,14.58,-0.83,-5.53%,31.65%,5,2131,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|283.00P,283,14.16,-9.36%,14.25,14.55,14.84,-5.74,-28.84%,31.17%,12,1746,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|284.00P,284,14.58,-9.04%,14.49,14.79,15.09,-0.99,-6.36%,31.25%,43,3529,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|285.00P,285,14.68,-8.72%,14.75,15.05,15.35,-1.47,-9.10%,30.90%,44,14568,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|286.00P,286,16.37,-8.40%,15,15.31,15.61,-3.91,-19.28%,31.22%,15,2760,Put,197,01/15/21,07/01/20,0.00%
SPY|20210115|287.00P,287,20.3,-8.08%,15.27,15.57,15.87,-0.81,-3.84%,31.07%,3,1891,Put,197,01/15/21,06/29/20,0.00%
SPY|20210115|288.00P,288,20.5,-7.76%,15.54,15.84,16.14,-1.08,-5.00%,30.93%,16,1881,Put,197,01/15/21,06/29/20,0.00%
SPY|20210115|289.00P,289,14.98,-7.44%,15.8,16.11,16.42,-4.66,-23.73%,29.38%,1,3173,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|290.00P,290,16.77,-7.12%,16.07,16.38,16.7,-0.28,-1.64%,31.10%,234,24889,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|291.00P,291,15.95,-6.80%,16.35,16.67,16.98,-2.08,-11.54%,29.61%,1,2322,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|292.00P,292,17.98,-6.48%,16.63,16.95,17.26,-5.52,-23.49%,30.33%,6,2715,Put,197,01/15/21,07/01/20,0.00%
SPY|20210115|293.00P,293,16.9,-6.16%,16.92,17.24,17.55,-1.3,-7.14%,29.78%,2,2048,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|294.00P,294,20.42,-5.84%,17.2,17.52,17.84,-3.88,-15.97%,30.03%,76,5542,Put,197,01/15/21,06/30/20,0.00%
SPY|20210115|295.00P,295,18.36,-5.52%,17.49,17.81,18.14,-0.19,-1.02%,30.53%,48,11010,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|296.00P,296,19.34,-5.20%,17.78,18.11,18.44,-2.33,-10.75%,29.72%,30,2223,Put,197,01/15/21,07/01/20,0.00%
SPY|20210115|297.00P,297,18.39,-4.88%,18.08,18.41,18.74,-1.29,-6.55%,29.55%,25,2222,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|298.00P,298,18.48,-4.56%,18.39,18.72,19.05,-2.34,-11.24%,29.14%,40,2544,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|299.00P,299,18.51,-4.24%,18.7,19.03,19.36,-1.99,-9.71%,28.66%,15,1974,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|300.00P,300,19.9,-3.92%,19.25,19.46,19.67,-0.2,-1.00%,29.75%,321,21674,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|301.00P,301,20.65,-3.60%,19.35,19.67,19.99,-2.67,-11.45%,28.97%,89,1629,Put,197,01/15/21,07/01/20,0.00%
SPY|20210115|302.00P,302,21.1,-3.28%,19.68,20,20.32,-2.37,-10.10%,28.82%,28,4285,Put,197,01/15/21,07/01/20,0.00%
SPY|20210115|303.00P,303,20.95,-2.96%,19.97,20.31,20.65,-0.7,-3.23%,29.37%,44,1804,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|304.00P,304,20.19,-2.64%,20.3,20.64,20.98,-1.46,-6.74%,27.98%,30,7383,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|305.00P,305,21.55,-2.32%,20.68,21,21.32,-0.45,-2.05%,28.98%,244,14073,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|306.00P,306,21.05,-2.00%,21.02,21.35,21.67,-1.25,-5.61%,27.87%,8,2195,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|307.00P,307,21.42,-1.68%,21.35,21.69,22.02,-1.13,-5.01%,27.74%,1,2247,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|308.00P,308,21.46,-1.35%,21.73,22.06,22.38,-1.64,-7.10%,27.24%,2,5752,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|309.00P,309,21.73,-1.03%,22.09,22.42,22.74,-1.52,-6.54%,26.98%,1,1701,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|310.00P,310,22.79,-0.71%,22.6,22.85,23.1,-1.28,-5.32%,27.60%,366,7995,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|311.00P,311,22.73,-0.39%,22.82,23.15,23.48,-1.52,-6.27%,26.97%,2,3440,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|312.00P,312,23.01,-0.07%,23.16,23.51,23.86,-1.52,-6.20%,26.71%,8,1568,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|313.00P,313,23.6,+0.25%,23.58,23.92,24.25,-4.11,-14.83%,26.79%,9,1234,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|314.00P,314,23.83,+0.57%,23.95,24.3,24.64,-1.69,-6.62%,26.46%,34,815,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|315.00P,315,24.4,+0.89%,24.4,24.72,25.04,-1.32,-5.13%,26.50%,318,12435,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|316.00P,316,24,+1.21%,24.71,25.08,25.44,-8.85,-26.94%,25.47%,5,3907,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|317.00P,317,24.81,+1.53%,25.12,25.49,25.85,-6.16,-19.89%,25.76%,2,1416,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|318.00P,318,24.6,+1.85%,25.58,25.92,26.27,-3.4,-12.14%,24.93%,10,2335,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|319.00P,319,28.23,+2.17%,25.96,26.33,26.7,-0.94,-3.22%,26.21%,40,2084,Put,197,01/15/21,07/01/20,0.00%
SPY|20210115|320.00P,320,27.43,+2.49%,26.43,26.78,27.13,-0.47,-1.68%,26.79%,393,16504,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|321.00P,321,33.97,+2.81%,26.83,27.2,27.56,-1.03,-2.94%,25.91%,5,3283,Put,197,01/15/21,06/26/20,0.00%
SPY|20210115|322.00P,322,29.91,+3.13%,27.23,27.62,28.01,-2.66,-8.17%,25.74%,55,1469,Put,197,01/15/21,06/23/20,0.00%
SPY|20210115|323.00P,323,33.32,+3.45%,27.67,28.07,28.46,2.32,+7.48%,25.59%,8,1486,Put,197,01/15/21,06/19/20,0.00%
SPY|20210115|324.00P,324,35.98,+3.77%,28.12,28.52,28.92,2.53,+7.56%,25.44%,20,936,Put,197,01/15/21,06/29/20,0.00%
SPY|20210115|325.00P,325,28.13,+4.09%,28.58,28.99,29.39,-1.82,-6.08%,24.36%,26,13700,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|326.00P,326,34.36,+4.41%,29.05,29.46,29.87,34.36,unch,25.15%,10,2154,Put,197,01/15/21,06/19/20,0.00%
SPY|20210115|327.00P,327,29.94,+4.73%,29.53,29.94,30.35,-7.49,-20.01%,25.01%,14,697,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|328.00P,328,33.62,+5.05%,30.02,30.44,30.85,-1.26,-3.61%,24.88%,36,3552,Put,197,01/15/21,06/19/20,0.00%
SPY|20210115|329.00P,329,33.1,+5.37%,30.52,30.94,31.35,-7.65,-18.77%,24.74%,1,510,Put,197,01/15/21,07/01/20,0.00%
SPY|20210115|330.00P,330,31.5,+5.69%,31.03,31.45,31.86,-1.5,-4.55%,24.67%,21,14371,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|331.00P,331,36.47,+6.01%,31.54,31.97,32.39,36.47,unch,24.48%,499,1984,Put,197,01/15/21,06/19/20,0.00%
SPY|20210115|332.00P,332,33.78,+6.33%,32.07,32.5,32.92,-6.92,-17.00%,24.35%,2,684,Put,197,01/15/21,07/01/20,0.00%
SPY|20210115|333.00P,333,39.9,+6.65%,32.61,33.04,33.46,0.9,+2.31%,24.23%,2,672,Put,197,01/15/21,06/25/20,0.00%
SPY|20210115|334.00P,334,30.49,+6.97%,33.16,33.58,34.01,30.49,unch,24.11%,0,790,Put,197,01/15/21,N/A,0.00%
SPY|20210115|335.00P,335,33.5,+7.29%,33.71,34.14,34.57,-2,-5.63%,23.26%,1,3648,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|336.00P,336,42.51,+7.61%,34.28,34.71,35.14,6.78,+18.98%,23.87%,1,1083,Put,197,01/15/21,06/24/20,0.00%
SPY|20210115|337.00P,337,38.83,+7.93%,34.86,35.29,35.72,8.5,+28.03%,23.76%,1,634,Put,197,01/15/21,06/22/20,0.00%
SPY|20210115|338.00P,338,40.75,+8.25%,35.45,35.88,36.31,3.58,+9.63%,23.66%,7,1421,Put,197,01/15/21,06/30/20,0.00%
SPY|20210115|339.00P,339,44.11,+8.57%,36.06,36.49,36.91,-1.39,-3.05%,23.56%,2,17,Put,197,01/15/21,06/29/20,0.00%
SPY|20210115|340.00P,340,37.2,+8.89%,36.67,37.1,37.52,-1.3,-3.38%,23.58%,1,8831,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|341.00P,341,41.57,+9.21%,37.3,37.72,38.15,-3.43,-7.62%,23.38%,51,961,Put,197,01/15/21,06/30/20,0.00%
SPY|20210115|342.00P,342,0,+9.53%,37.94,38.36,38.79,0,unch,23.30%,0,61,Put,197,01/15/21,N/A,0.00%
SPY|20210115|343.00P,343,0,+9.85%,38.59,39.02,39.44,0,unch,23.22%,0,86,Put,197,01/15/21,N/A,0.00%
SPY|20210115|344.00P,344,95.12,+10.18%,39.5,39.73,39.95,95.12,unch,23.21%,0,3,Put,197,01/15/21,N/A,0.00%
SPY|20210115|345.00P,345,45.48,+10.50%,40.18,40.41,40.63,-7.52,-14.19%,23.15%,1,2245,Put,197,01/15/21,06/30/20,0.00%
SPY|20210115|346.00P,346,36.44,+10.82%,40.86,41.08,41.3,36.44,unch,23.08%,0,29,Put,197,01/15/21,N/A,0.00%
SPY|20210115|347.00P,347,51.82,+11.14%,41.57,41.8,42.03,51.82,unch,23.06%,0,6,Put,197,01/15/21,N/A,0.00%
SPY|20210115|348.00P,348,64.65,+11.46%,42.28,42.5,42.72,64.65,unch,23.01%,0,121,Put,197,01/15/21,N/A,0.00%
SPY|20210115|349.00P,349,0,+11.78%,43,43.24,43.47,0,unch,22.99%,0,2,Put,197,01/15/21,N/A,0.00%
SPY|20210115|350.00P,350,43.46,+12.10%,43.75,43.98,44.21,-3.01,-6.48%,22.32%,30,601,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|351.00P,351,55.6,+12.42%,44.49,44.73,44.96,55.6,unch,22.96%,0,56,Put,197,01/15/21,N/A,0.00%
SPY|20210115|352.00P,352,47.58,+12.74%,45.26,45.5,45.73,-1.27,-2.60%,22.97%,225,225,Put,197,01/15/21,07/01/20,0.00%
SPY|20210115|353.00P,353,54.75,+13.06%,46.03,46.27,46.5,2.98,+5.76%,22.97%,1,34,Put,197,01/15/21,06/29/20,0.00%
SPY|20210115|354.00P,354,28.81,+13.38%,46.81,47.04,47.27,28.81,unch,22.97%,0,1,Put,197,01/15/21,N/A,0.00%
SPY|20210115|355.00P,355,47.93,+13.70%,47.61,47.84,48.07,-3.77,-7.29%,23.12%,25,34,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|356.00P,356,108,+14.02%,48.43,48.67,48.9,108,unch,23.05%,0,200,Put,197,01/15/21,N/A,0.00%
SPY|20210115|357.00P,357,48,+14.34%,49.25,49.49,49.73,-2.2,-4.38%,21.02%,1,1,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|358.00P,358,52.03,+14.66%,50.08,50.32,50.56,-2.48,-4.55%,23.15%,1,2,Put,197,01/15/21,07/01/20,0.00%
SPY|20210115|359.00P,359,0,+14.98%,50.92,51.14,51.37,0,unch,23.19%,0,1,Put,197,01/15/21,N/A,0.00%
SPY|20210115|360.00P,360,51.24,+15.30%,51.77,52,52.22,-3.81,-6.92%,22.19%,50,77,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|361.00P,361,102.58,+15.62%,52.21,52.83,53.44,102.58,unch,23.30%,0,9,Put,197,01/15/21,N/A,0.00%
SPY|20210115|362.00P,362,103.63,+15.94%,53.08,53.7,54.31,103.63,unch,23.38%,0,8,Put,197,01/15/21,N/A,0.00%
SPY|20210115|363.00P,363,58.4,+16.26%,53.95,54.57,55.18,58.4,unch,23.47%,1,1,Put,197,01/15/21,06/18/20,0.00%
SPY|20210115|364.00P,364,0,+16.58%,54.83,55.45,56.07,0,unch,23.57%,0,0,Put,197,01/15/21,N/A,0.00%
SPY|20210115|365.00P,365,83.98,+16.90%,55.72,56.34,56.96,83.98,unch,23.67%,0,10,Put,197,01/15/21,N/A,0.00%
SPY|20210115|366.00P,366,59.9,+17.22%,56.61,57.23,57.85,-9.69,-13.92%,23.77%,2,4,Put,197,01/15/21,07/01/20,0.00%
SPY|20210115|367.00P,367,0,+17.54%,57.51,58.13,58.75,0,unch,23.88%,0,147,Put,197,01/15/21,N/A,0.00%
SPY|20210115|368.00P,368,64.97,+17.86%,58.42,59.04,59.66,64.97,unch,24.01%,0,1,Put,197,01/15/21,N/A,0.00%
SPY|20210115|369.00P,369,88.53,+18.18%,59.33,59.95,60.57,88.53,unch,24.13%,0,9,Put,197,01/15/21,N/A,0.00%
SPY|20210115|370.00P,370,63.05,+18.50%,60.24,60.86,61.48,-5.83,-8.46%,24.25%,7,185,Put,197,01/15/21,07/01/20,0.00%
SPY|20210115|371.00P,371,63.95,+18.82%,61.19,61.8,62.41,-5.85,-8.38%,24.41%,7,643,Put,197,01/15/21,07/01/20,0.00%
SPY|20210115|375.00P,375,124.2,+20.10%,64.91,65.52,66.13,124.2,unch,24.96%,0,11,Put,197,01/15/21,N/A,0.00%
SPY|20210115|380.00P,380,76.58,+21.71%,69.64,70.26,70.87,6.78,+9.71%,25.73%,1,75,Put,197,01/15/21,06/30/20,0.00%
SPY|20210115|385.00P,385,74.44,+23.31%,74.44,75.06,75.67,-13.29,-15.15%,25.50%,1,3,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|390.00P,390,88.16,+24.91%,79.28,79.9,80.51,88.16,unch,27.42%,1,4,Put,197,01/15/21,06/15/20,0.00%
SPY|20210115|395.00P,395,87.03,+26.51%,84.16,84.78,85.39,-6.04,-6.49%,28.31%,1,3,Put,197,01/15/21,07/01/20,0.00%
SPY|20210115|400.00P,400,87.88,+28.11%,89.06,89.68,90.29,-4.05,-4.41%,25.65%,1,76,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|405.00P,405,153.71,+29.71%,93.98,94.6,95.21,153.71,unch,30.12%,0,981,Put,197,01/15/21,N/A,0.00%
SPY|20210115|410.00P,410,99.2,+31.31%,98.91,99.53,100.15,99.2,unch,31.03%,4,105,Put,197,01/15/21,06/23/20,0.00%
SPY|20210115|415.00P,415,0,+32.91%,103.86,104.48,105.09,0,unch,31.94%,0,181,Put,197,01/15/21,N/A,0.00%
SPY|20210115|420.00P,420,108.55,+34.52%,108.83,109.44,110.05,-11.45,-9.54%,32.86%,1,617,Put,197,01/15/21,06/16/20,0.00%
SPY|20210115|425.00P,425,116.61,+36.12%,113.79,114.4,115.01,116.61,unch,33.76%,2,2,Put,197,01/15/21,07/01/20,0.00%
SPY|20210115|430.00P,430,0,+37.72%,118.75,119.36,119.97,0,unch,34.63%,0,0,Put,197,01/15/21,N/A,0.00%
SPY|20210115|435.00P,435,0,+39.32%,123.72,124.33,124.94,0,unch,35.51%,0,0,Put,197,01/15/21,N/A,0.00%
SPY|20210115|440.00P,440,0,+40.92%,128.69,129.3,129.91,0,unch,36.38%,0,0,Put,197,01/15/21,N/A,0.00%
SPY|20210115|445.00P,445,0,+42.52%,133.66,134.27,134.88,0,unch,37.23%,0,0,Put,197,01/15/21,N/A,0.00%
SPY|20210115|450.00P,450,140.75,+44.12%,138.64,139.25,139.86,-0.37,-0.26%,41.04%,165,8,Put,197,01/15/21,07/02/20,0.00%
SPY|20210115|455.00P,455,0,+45.73%,143.61,144.23,144.84,0,unch,38.91%,0,0,Put,197,01/15/21,N/A,0.00%
SPY|20210115|460.00P,460,141.46,+47.33%,148.59,149.2,149.81,141.46,unch,39.73%,0,7,Put,197,01/15/21,N/A,0.00%
SPY|20210115|465.00P,465,0,+48.93%,153.57,154.19,154.8,0,unch,40.55%,0,0,Put,197,01/15/21,N/A,0.00%
SPY|20210115|470.00P,470,0,+50.53%,158.55,159.17,159.78,0,unch,41.35%,0,0,Put,197,01/15/21,N/A,0.00%
SPY|20210115|475.00P,475,0,+52.13%,163.53,164.15,164.77,0,unch,42.15%,0,0,Put,197,01/15/21,N/A,0.00%
SPY|20210115|480.00P,480,0,+53.73%,168.52,169.14,169.75,0,unch,42.94%,0,0,Put,197,01/15/21,N/A,0.00%
SPY|20210115|485.00P,485,0,+55.33%,173.5,174.12,174.73,0,unch,43.71%,0,0,Put,197,01/15/21,N/A,0.00%
SPY|20210115|490.00P,490,0,+56.94%,178.48,179.1,179.71,0,unch,44.47%,0,0,Put,197,01/15/21,N/A,0.00%
SPY|20210115|495.00P,495,0,+58.54%,183.47,184.08,184.7,0,unch,45.24%,0,0,Put,197,01/15/21,N/A,0.00%
SPY|20210115|500.00P,500,0,+60.14%,188.45,189.07,189.68,0,unch,45.97%,0,0,Put,197,01/15/21,N/A,0.00%
SPY|20210115|505.00P,505,0,+61.74%,193.44,194.06,194.67,0,unch,46.72%,0,0,Put,197,01/15/21,N/A,0.00%
SPY|20210115|510.00P,510,0,+63.34%,198.42,199.04,199.65,0,unch,47.44%,0,0,Put,197,01/15/21,N/A,0.00%
SPY|20210115|515.00P,515,0,+64.94%,203.41,204.02,204.64,0,unch,48.17%,0,0,Put,197,01/15/21,N/A,0.00%
SPY|20210115|520.00P,520,0,+66.54%,208.4,209.02,209.63,0,unch,48.89%,0,0,Put,197,01/15/21,N/A,0.00%
SPY|20210115|525.00P,525,0,+68.15%,213.38,214,214.61,0,unch,49.58%,0,0,Put,197,01/15/21,N/A,0.00%
SPY|20210115|530.00P,530,0,+69.75%,218.37,218.99,219.6,0,unch,50.29%,0,0,Put,197,01/15/21,N/A,0.00%
SPY|20210115|535.00P,535,0,+71.35%,223.36,223.98,224.59,0,unch,50.99%,0,0,Put,197,01/15/21,N/A,0.00%
SPY|20210115|540.00P,540,0,+72.95%,228.35,228.97,229.58,0,unch,51.68%,0,0,Put,197,01/15/21,N/A,0.00%
SPY|20210115|545.00P,545,0,+74.55%,233.33,233.95,234.56,0,unch,52.33%,0,0,Put,197,01/15/21,N/A,0.00%
SPY|20210115|550.00P,550,0,+76.15%,238.32,238.94,239.55,0,unch,53.01%,0,0,Put,197,01/15/21,N/A,0.00%
SPY|20210115|555.00P,555,252,+77.75%,243.31,243.93,244.54,252,unch,53.68%,1,1,Put,197,01/15/21,06/24/20,0.00%
